country_code,year,value,co2_per_capita
ABW,1970,16655.514,0.2817905796365851
ABW,1971,14495.651,0.2439437683959335
ABW,1972,14055.611,0.23528681814986058
ABW,1973,15592.084,0.25963309871233203
ABW,1974,14132.618,0.23409846547314578
ABW,1975,10234.597,0.16864701375099897
ABW,1976,21862.654,0.3583888883424641
ABW,1977,11419.038,0.18622439810367802
ABW,1978,9724.884,0.15778235672055396
ABW,1979,10201.594,0.1646722485064785
ABW,1980,10498.621,0.16860650103586167
ABW,1981,9999.909,0.15971361491099878
ABW,1982,11180.683,0.17759519346845418
ABW,1983,5746.189,0.09077636037630035
ABW,1984,14348.971,0.22545323277555188
ABW,1985,16794.86,0.2624627477945601
ABW,1986,179.683,0.0027929710572947427
ABW,1987,447.374,0.006916888919811066
ABW,1988,612.389,0.009418036694708027
ABW,1989,649.059,0.009929383868130186
ABW,1990,487.711,0.007421947285122961
ABW,1991,531.715,0.007813489608513628
ABW,1992,539.049,0.007658055570551415
ABW,1993,649.059,0.008924386108922612
ABW,1994,660.06,0.008792874688947027
ABW,1995,707.731,0.009143043542854928
ABW,1996,726.066,0.009104801029275671
ABW,1997,759.069,0.009247432212981044
ABW,1998,806.74,0.009555904064285647
ABW,1999,810.407,0.00934056460136396
ABW,2000,2379.883,0.026709947138640416
ABW,2001,2409.219,0.026702344139650874
ABW,2002,2438.555,0.026694928242235818
ABW,2003,2563.233,0.02771871789603452
ABW,2004,2618.238,0.027973524792461294
ABW,2005,2720.914,0.028725562441274905
ABW,2006,2717.247,0.028350430382388228
ABW,2007,2823.59,0.02911848116408337
ABW,2008,2658.575,0.027102596515551566
ABW,2009,2629.239,0.026499884092443835
ABW,2010,2508.228,0.024997040093281908
ABW,2011,2500.894,0.02473091505297446
ABW,2012,1349.456,0.013241982427183894
ABW,2013,861.745,0.008391663891339616
ABW,2014,872.746,0.008434463603346935
ABW,2015,898.415,0.008617311067841967
ABW,2016,883.747,0.00843893295239041
AFG,1970,1672.152,0.00015550604572447932
AFG,1971,1895.839,0.0001735109396680699
AFG,1972,1532.806,0.00013809432558690985
AFG,1973,1639.149,0.00014540397118122846
AFG,1974,1917.841,0.00016754919763227588
AFG,1975,2126.86,0.00018303755804423847
AFG,1976,1987.514,0.00016853098069415958
AFG,1977,2390.884,0.00019979755205622215
AFG,1978,2159.863,0.00017791441263226323
AFG,1979,2240.537,0.00018196124261111898
AFG,1980,1760.16,0.0001409635633502744
AFG,1981,1983.847,0.0001611907749352577
AFG,1982,2101.191,0.00017324746558946934
AFG,1983,2522.896,0.00021113725026791812
AFG,1984,2830.924,0.00024052241068889558
AFG,1985,3509.319,0.0003027698855639905
AFG,1986,3142.619,0.0002753898031201776
AFG,1987,3124.284,0.0002781506072662556
AFG,1988,2867.594,0.0002594365069980421
AFG,1989,2775.919,0.000255280874862786
AFG,1990,2380.0,0.0002225381391098998
AFG,1991,2230.0,0.0001925798117667923
AFG,1992,1390.0,0.00011151730509494808
AFG,1993,1340.0,0.00010038015763550133
AFG,1994,1290.0,9.06276253909774e-05
AFG,1995,1240.0,8.201660849550519e-05
AFG,1996,1180.0,7.373291424044763e-05
AFG,1997,1100.0,6.513297767806406e-05
AFG,1998,1040.0,5.8514590905815316e-05
AFG,1999,810.0,4.341263299259133e-05
AFG,2000,760.0,3.8888640433686116e-05
AFG,2001,730.0,3.577089788530782e-05
AFG,2002,1029.99997138977,4.841972908407593e-05
AFG,2003,1220.00002861023,5.511138071262672e-05
AFG,2004,1029.99997138977,4.477937944255019e-05
AFG,2005,1549.99995231628,6.49450563681743e-05
AFG,2006,1759.99999046326,7.116575452372642e-05
AFG,2007,1769.99998092651,6.9152334230289e-05
AFG,2008,3559.99994277954,0.00013454100552092577
AFG,2009,4880.00011444092,0.00017859101843249275
AFG,2010,7110.0001335144,0.0002522200376618217
AFG,2011,8930.00030517578,0.00030475281572227774
AFG,2012,8079.99992370605,0.0002656566183969699
AFG,2013,5989.99977111816,0.00018999003466129355
